date,account,category,amount,currency,converted amount,currency,description
21/10/2024,Ualá,Casa,"-92,500",COP,"-92,500",COP,Cosas para pintar y decorar para mamá en dollarcity
21/10/2024,Tarjeta crédito rappi,Taxi,"-15,470",COP,"-15,470",COP,Uber de casa a apartamento papá
21/10/2024,Rappi cuenta,To 'Ualá',"-92,500",COP,"-92,500",COP,Transferencia a ualá
21/10/2024,Ualá,From 'Rappi cuenta',"92,500",COP,"92,500",COP,Transferencia a ualá
22/10/2024,Fiducuenta,Facturas,"-7,520.08",COP,"-7,520.08",COP,Bajó inversión
22/10/2024,Multinversion,Ahorros,"4,762.24",COP,"4,762.24",COP,Subió inversión
23/10/2024,Multinversion,Ahorros,"9,777.46",COP,"9,777.46",COP,Subió inversión
23/10/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-620,621",COP,"-620,621",COP,Pago tarjeta de crédito RappiCard
23/10/2024,Rappi cuenta,To 'Bancolombia',"-900,000",COP,"-900,000",COP,Transferencia a bancolombia
23/10/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"620,621",COP,"620,621",COP,Pago tarjeta de crédito RappiCard
23/10/2024,Bancolombia,From 'Rappi cuenta',"900,000",COP,"900,000",COP,Transferencia a bancolombia
24/10/2024,Ualá,Comida,"-72,933",COP,"-72,933",COP,Cosas para la casa mercado or
24/10/2024,Fiducuenta,Ahorros,"8,004.32",COP,"8,004.32",COP,Subió inversión
24/10/2024,Multinversion,Ahorros,"6,303.78",COP,"6,303.78",COP,Subió inversión
24/10/2024,Bancolombia,Higiene,"-360,000",COP,"-360,000",COP,Exodoncia mamá
24/10/2024,Bancolombia,Facturas,"-1,440",COP,"-1,440",COP,Impuesto 4x1000 pago por exodoncia mamá
24/10/2024,Rappi cuenta,To 'Ualá',"-72,933",COP,"-72,933",COP,Transferencia a ualá
24/10/2024,Rappi cuenta,To 'ARQ',"-2,107,000",COP,"-2,107,000",COP,Transferencia a dolarapp 500 usd
24/10/2024,ARQ,To 'eToro',"-2,107,000",COP,"-2,107,000",COP,Inversión eToro
24/10/2024,Ualá,From 'Rappi cuenta',"72,933",COP,"72,933",COP,Transferencia a ualá
24/10/2024,ARQ,From 'Rappi cuenta',"2,107,000",COP,"2,107,000",COP,Transferencia a dolarapp 500 usd
24/10/2024,eToro,From 'ARQ',"2,107,000",COP,"2,107,000",COP,Inversión eToro
25/10/2024,Fiducuenta,Facturas,"-4,586.78",COP,"-4,586.78",COP,Bajó inversión
25/10/2024,Multinversion,Ahorros,"1,964.61",COP,"1,964.61",COP,Subió inversión
25/10/2024,Tarjeta crédito rappi,Taxi,"-26,230",COP,"-26,230",COP,Uber de casa a oficina ayura center
25/10/2024,Tarjeta crédito rappi,Restaurante,"-37,200",COP,"-37,200",COP,2 bandejas de pollo para el almuerzo
25/10/2024,Tarjeta crédito rappi,Taxi,"-26,120",COP,"-26,120",COP,Uber de oficina ayura center a mi casa
25/10/2024,Tarjeta crédito rappi,Cine,"-51,200",COP,"-51,200",COP,Boletas película venom the last dance cinecolombia CC viva envigado
26/10/2024,Ualá,Casa,"-175,000",COP,"-175,000",COP,Cosas para la casa y navidad dollarcity
26/10/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Almuerzo casero carne molida para mamá
26/10/2024,Tarjeta crédito rappi,Cine,"-77,300",COP,"-77,300",COP,Hamburguesas y papas el corral CC viva envigado para película venom the last dance cinecolombia
26/10/2024,Tarjeta crédito rappi,Cine,"-28,600",COP,"-28,600",COP,Crispetas y gaseosas película venom the last dance cinecolombia CC viva envigado
26/10/2024,Tarjeta crédito rappi,Taxi,"-35,670",COP,"-35,670",COP,Uber de CC viva envigado a casa leidy y mi casa
26/10/2024,Rappi cuenta,To 'Ualá',"-175,000",COP,"-175,000",COP,Transferencia a ualá
26/10/2024,Ualá,From 'Rappi cuenta',"175,000",COP,"175,000",COP,Transferencia a ualá
27/10/2024,Ualá,Mascotas,"-45,000",COP,"-45,000",COP,Baño Sam domicilio
27/10/2024,Bancolombia,Transporte,"-10,000",COP,"-10,000",COP,Recarga cívica
27/10/2024,Bancolombia,Facturas,-40,COP,-40,COP,Impuesto 4x1000 recarga cívica
27/10/2024,Tarjeta crédito rappi,Taxi,"-18,430",COP,"-18,430",COP,Didi de terminal del norte a casa leidy y mi casa
27/10/2024,Rappi cuenta,Casa,"-150,000",COP,"-150,000",COP,Transferencia a nequi para retirar efectivo
27/10/2024,Rappi cuenta,To 'Ualá',"-45,000",COP,"-45,000",COP,Transferencia a ualá
27/10/2024,Ualá,From 'Rappi cuenta',"45,000",COP,"45,000",COP,Transferencia a ualá
28/10/2024,Fiducuenta,Ahorros,"56,227.71",COP,"56,227.71",COP,Subió inversión
28/10/2024,Multinversion,Ahorros,"8,001.35",COP,"8,001.35",COP,Subió inversión
28/10/2024,Ualá,Comida,"-37,065",COP,"-37,065",COP,Cosas para la casa mercado or
28/10/2024,Bancolombia,Cosméticos y belleza,"-52,000",COP,"-52,000",COP,"Trabajo yamile, motilada, pedicure"
28/10/2024,Bancolombia,Facturas,-208,COP,-208,COP,Impuesto 4x1000 trabajo yamile
28/10/2024,Rappi cuenta,To 'Ualá',"-37,065",COP,"-37,065",COP,Transferencia a ualá
28/10/2024,Ualá,From 'Rappi cuenta',"37,065",COP,"37,065",COP,Transferencia a ualá
29/10/2024,Tarjeta crédito rappi,Depósitos,99,COP,99,COP,Ajuste cashback
29/10/2024,Tarjeta crédito rappi,Videojuegos,"-3,900",COP,"-3,900",COP,Left 4 dead 1 y 2 steam
29/10/2024,Fiducuenta,Facturas,"-67,493.83",COP,"-67,493.83",COP,Bajó inversión
29/10/2024,Multinversion,Facturas,"-15,769.55",COP,"-15,769.55",COP,Bajó inversión
29/10/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-319,251",COP,"-319,251",COP,Pago tarjeta de crédito RappiCard
29/10/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"319,251",COP,"319,251",COP,Pago tarjeta de crédito RappiCard
30/10/2024,Fiducuenta,Ahorros,"18,980.79",COP,"18,980.79",COP,Subió inversión
30/10/2024,Multinversion,Ahorros,"3,716.07",COP,"3,716.07",COP,Subió inversión
30/10/2024,Tarjeta crédito rappi,Comida,"-43,950",COP,"-43,950",COP,Helado popsy vainilla éxito niquia
31/10/2024,Fiducuenta,Ahorros,"53,965.88",COP,"53,965.88",COP,Subió inversión
31/10/2024,Multinversion,Ahorros,"15,654.4",COP,"15,654.4",COP,Subió inversión
31/10/2024,Rappi cuenta,Salario,"12,630,750",COP,"12,630,750",COP,Pago nomina nearsure
31/10/2024,Bancolombia,Higiene,"-720,000",COP,"-720,000",COP,Limpieza encías mamá en dentotal
31/10/2024,Bancolombia,Facturas,"-2,880",COP,"-2,880",COP,Impuesto 4x1000 limpieza encías mamá en dentotal
31/10/2024,Ualá,Comida,"-74,940",COP,"-74,940",COP,Cosas para la casa mercado or
31/10/2024,Tarjeta crédito rappi,Comida,"-59,330",COP,"-59,330",COP,"Leche, huevos y cuajada éxito niquia"
31/10/2024,Tarjeta crédito rappi,Restaurante,"-27,900",COP,"-27,900",COP,Sushi burrito con limonada sarku japan
31/10/2024,Rappi cuenta,To 'Ualá',"-74,940",COP,"-74,940",COP,Transferencia a ualá
31/10/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-107,180",COP,"-107,180",COP,Pago tarjeta de crédito RappiCard
31/10/2024,Ualá,From 'Rappi cuenta',"74,940",COP,"74,940",COP,Transferencia a ualá
31/10/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"107,180",COP,"107,180",COP,Pago tarjeta de crédito RappiCard
01/11/2024,Tarjeta crédito rappi,Salud,"-60,900",COP,"-60,900",COP,Emi mamá
01/11/2024,Fiducuenta,Ahorros,"16,968.85",COP,"16,968.85",COP,Subió inversión
01/11/2024,Multinversion,Ahorros,"11,642.28",COP,"11,642.28",COP,Subió inversión
01/11/2024,Tarjeta crédito rappi,Celulares,"-38,300",COP,"-38,300",COP,Claro datos celular mamá
01/11/2024,Tarjeta crédito rappi,Celulares,"-37,000",COP,"-37,000",COP,Claro datos celular mío
02/11/2024,Tarjeta crédito rappi,Facturas,-15.6,COP,-15.6,COP,Ajuste rappi card 4x1000
02/11/2024,Tarjeta crédito rappi,Comida,"-33,980",COP,"-33,980",COP,Gaseosas y salchicha ranchera zenu éxito niquia
02/11/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Almuerzo casero medio pollo para mamá
02/11/2024,Tarjeta crédito rappi,Taxi,"-12,350",COP,"-12,350",COP,Uber de casa a casa leidy
02/11/2024,Tarjeta crédito rappi,Taxi,"-16,500",COP,"-16,500",COP,Didi de casa leidy a mi casa
03/11/2024,Tarjeta crédito rappi,Restaurante,"-30,400",COP,"-30,400",COP,Frischuleta almuerzo mamá
03/11/2024,Tarjeta crédito rappi,Restaurante,"-198,100",COP,"-198,100",COP,Almuerzo toro maccoy CC santafe
03/11/2024,Tarjeta crédito rappi,Ropa,"-64,980",COP,"-64,980",COP,Gorritos y baberos para theo falabella CC santafe
03/11/2024,Tarjeta crédito rappi,Mascotas,"-30,400",COP,"-30,400",COP,Chaleco para Sam y agua home sentry CC santafe
03/11/2024,Tarjeta crédito rappi,Casa,"-75,000",COP,"-75,000",COP,"Velas, luz para theo, gorrito para theo, dulce y gaseosa dollarcity CC santafe"
03/11/2024,Tarjeta crédito rappi,Entretenimiento,"-32,600",COP,"-32,600",COP,Malteadas crunch crepps and waffles CC santafe
03/11/2024,Tarjeta crédito rappi,Restaurante,"-41,000",COP,"-41,000",COP,2 cajita feliz McDonald's CC santafe
03/11/2024,Ualá,Casa,"-150,000",COP,"-150,000",COP,Transferencia a ualá leidy para retirar
03/11/2024,Rappi cuenta,To 'Ualá',"-150,000",COP,"-150,000",COP,Transferencia a ualá
03/11/2024,Ualá,From 'Rappi cuenta',"150,000",COP,"150,000",COP,Transferencia a ualá
04/11/2024,Tarjeta crédito rappi,Restaurante,"-20,800",COP,"-20,800",COP,Almuerzo bowl para mamá
04/11/2024,Tarjeta crédito rappi,Taxi,"-27,510",COP,"-27,510",COP,Uber de CC santafe a mi casa
04/11/2024,Tarjeta crédito rappi,Taxi,"-8,300",COP,"-8,300",COP,Didi de casa a CC puerta del norte
04/11/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-39,999",COP,"-39,999",COP,Shampoo leidy CC puerta del norte
04/11/2024,Tarjeta crédito rappi,Restaurante,"-49,800",COP,"-49,800",COP,Almuerzo KFC CC puerta del norte
04/11/2024,Tarjeta crédito rappi,Casa,"-191,200",COP,"-191,200",COP,Cosas de navidad homecenter CC puerta del norte
04/11/2024,Tarjeta crédito rappi,Taxi,"-7,200",COP,"-7,200",COP,Didi de CC puerta del norte a mi casa
04/11/2024,Tarjeta crédito rappi,Comida,"-11,250",COP,"-11,250",COP,Gaseosa y chocolates blancos éxito CC puerta del norte
04/11/2024,Tarjeta crédito rappi,Restaurante,"-79,800",COP,"-79,800",COP,Cajotas felices McDonald's
04/11/2024,Tarjeta crédito rappi,Taxi,"-16,300",COP,"-16,300",COP,Didi de casa a casa leidy
04/11/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-766,335.6",COP,"-766,335.6",COP,Pago tarjeta de crédito RappiCard
04/11/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"766,335.6",COP,"766,335.6",COP,Pago tarjeta de crédito RappiCard
05/11/2024,Ualá,Comida,"-124,705",COP,"-124,705",COP,Carne mercado or
05/11/2024,Ualá,Comida,"-1,123,685",COP,"-1,123,685",COP,Mercado OR
05/11/2024,Fiducuenta,Ahorros,"157,569.89",COP,"157,569.89",COP,Subió inversión
05/11/2024,Multinversion,Ahorros,"46,984.02",COP,"46,984.02",COP,Subió inversión
05/11/2024,Multinversion,Salario,"1,468,000",COP,"1,468,000",COP,Aporte nomina nearsure
05/11/2024,Tarjeta crédito rappi,Casa,"-108,938",COP,"-108,938",COP,Claro hogar
05/11/2024,Tarjeta crédito rappi,Facturas,"-1,889.92",COP,"-1,889.92",COP,Ajuste rappi card 4x1000
05/11/2024,Rappi cuenta,To 'Ualá',"-1,248,390",COP,"-1,248,390",COP,Transferencia a ualá
05/11/2024,Ualá,From 'Rappi cuenta',"1,248,390",COP,"1,248,390",COP,Transferencia a ualá
06/11/2024,Fiducuenta,Ahorros,"46,331.15",COP,"46,331.15",COP,Subió inversión
06/11/2024,Multinversion,Ahorros,"14,649.01",COP,"14,649.01",COP,Subió inversión
07/11/2024,Tarjeta crédito rappi,Depósitos,"11,668.92",COP,"11,668.92",COP,Ajuste rappi card 4x1000 y devolución de didi food
07/11/2024,Ualá,Regalos,"-74,800",COP,"-74,800",COP,Cosas para theo y juguete Samantha
07/11/2024,Fiducuenta,Ahorros,"27,276.15",COP,"27,276.15",COP,Subió inversión
07/11/2024,Multinversion,Ahorros,315.44,COP,315.44,COP,Subió inversión
07/11/2024,Rappi cuenta,Casa,"-268,694",COP,"-268,694",COP,Factura epm
07/11/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-503,008",COP,"-503,008",COP,Pago tarjeta de crédito RappiCard
07/11/2024,Rappi cuenta,To 'Ualá',"-74,800",COP,"-74,800",COP,Transferencia a ualá
07/11/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"503,008",COP,"503,008",COP,Pago tarjeta de crédito RappiCard
07/11/2024,Ualá,From 'Rappi cuenta',"74,800",COP,"74,800",COP,Transferencia a ualá
08/11/2024,Fiducuenta,Ahorros,"36,211.58",COP,"36,211.58",COP,Subió inversión
08/11/2024,Multinversion,Ahorros,"17,702.41",COP,"17,702.41",COP,Subió inversión
08/11/2024,Tarjeta crédito rappi,Restaurante,"-54,008",COP,"-54,008",COP,Chuzos de cerdo de comidas rápidas juanjo
09/11/2024,Tarjeta crédito rappi,Salud,"-24,650",COP,"-24,650",COP,Pastillas prednisolona y espuma de afeitar
09/11/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Almuerzo bandeja de pollo asado
10/11/2024,Tarjeta crédito rappi,Taxi,"-31,040",COP,"-31,040",COP,Uber de casa tías a casa leidy y CC viva envigado
10/11/2024,Tarjeta crédito rappi,Restaurante,"-75,830",COP,"-75,830",COP,Almuerzo ikea CC viva envigado
10/11/2024,Tarjeta crédito rappi,Regalos,"-169,890",COP,"-169,890",COP,Espejo mas domicilio regalo grados para leidy ikea CC viva envigado
10/11/2024,Tarjeta crédito rappi,Casa,"-511,780",COP,"-511,780",COP,Cosas de ikea para la casa CC viva envigado
10/11/2024,Tarjeta crédito rappi,Depósitos,"100,000",COP,"100,000",COP,Aumento cupo
10/11/2024,Tarjeta crédito rappi,Casa,"-143,500",COP,"-143,500",COP,Cosas para la casa homecenter CC viva envigado
10/11/2024,Tarjeta crédito rappi,Entretenimiento,"-25,000",COP,"-25,000",COP,Helados en CC viva envigado
10/11/2024,Tarjeta crédito rappi,Comida,"-34,000",COP,"-34,000",COP,Panes de queso de la migueria CC viva envigado
10/11/2024,Tarjeta crédito rappi,Taxi,"-27,930",COP,"-27,930",COP,Didi de CC viva envigado a casa tías y mi casa
10/11/2024,Tarjeta crédito rappi,Restaurante,"-22,140",COP,"-22,140",COP,Hamburguesa Philadelphia angus burger para mamá
10/11/2024,Tarjeta crédito rappi,Restaurante,"-55,800",COP,"-55,800",COP,Sushi burritos con limonada sarku japan
10/11/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-128,298",COP,"-128,298",COP,Pago tarjeta de crédito RappiCard
10/11/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-75,830",COP,"-75,830",COP,Pago tarjeta de crédito RappiCard
10/11/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-681,670",COP,"-681,670",COP,Pago tarjeta de crédito RappiCard
10/11/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"128,298",COP,"128,298",COP,Pago tarjeta de crédito RappiCard
10/11/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"75,830",COP,"75,830",COP,Pago tarjeta de crédito RappiCard
10/11/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"681,670",COP,"681,670",COP,Pago tarjeta de crédito RappiCard
11/11/2024,Ualá,Casa,"-47,000",COP,"-47,000",COP,Cosas para la casa dollarcity
11/11/2024,Ualá,Comida,"-27,700",COP,"-27,700",COP,Cosas para la casa mercado or
11/11/2024,Tarjeta crédito rappi,Restaurante,"-14,800",COP,"-14,800",COP,Almuerzo bowl para mamá con cupón de 6 mil
11/11/2024,Tarjeta crédito rappi,Restaurante,"-76,600",COP,"-76,600",COP,Crepps camarones al ajillo crepps and waffles
11/11/2024,Tarjeta crédito rappi,Cosméticos y belleza,"-41,650",COP,"-41,650",COP,Toallas y jabón íntimo para leidy éxito niquia
11/11/2024,Tarjeta crédito rappi,Restaurante,"-21,500",COP,"-21,500",COP,Cajita feliz McDonald's para leidy
11/11/2024,Tarjeta crédito rappi,Taxi,"-15,400",COP,"-15,400",COP,Didi de mi casa a casa leidy
11/11/2024,Rappi cuenta,To 'Ualá',"-74,700",COP,"-74,700",COP,Transferencia a ualá
11/11/2024,Ualá,From 'Rappi cuenta',"74,700",COP,"74,700",COP,Transferencia a ualá
12/11/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-26,900",COP,"-26,900",COP,Netflix
12/11/2024,Tarjeta crédito rappi,Facturas,"-3,227.6",COP,"-3,227.6",COP,Ajuste rappi card 4x1000
12/11/2024,Fiducuenta,Ahorros,"225,577.44",COP,"225,577.44",COP,Subió inversión
12/11/2024,Multinversion,Ahorros,"47,692.74",COP,"47,692.74",COP,Subió inversión
13/11/2024,Fiducuenta,Ahorros,"119,075.77",COP,"119,075.77",COP,Subió inversión
13/11/2024,Multinversion,Ahorros,"37,532.63",COP,"37,532.63",COP,Subió inversión
13/11/2024,Rappi cuenta,To 'ARQ',"-2,637,868",COP,"-2,637,868",COP,Transferencia a dolarapp
13/11/2024,ARQ,To 'XTB',"-2,637,868",COP,"-2,637,868",COP,Inversión XTB
13/11/2024,ARQ,From 'Rappi cuenta',"2,637,868",COP,"2,637,868",COP,Transferencia a dolarapp
13/11/2024,XTB,From 'ARQ',"2,637,868",COP,"2,637,868",COP,Inversión XTB
14/11/2024,Fiducuenta,Ahorros,"89,549.05",COP,"89,549.05",COP,Subió inversión
14/11/2024,Multinversion,Ahorros,"21,546.12",COP,"21,546.12",COP,Subió inversión
14/11/2024,Ualá,Casa,"-75,977",COP,"-75,977",COP,Cosas para la casa éxito bello
14/11/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-21,400",COP,"-21,400",COP,Spotify
14/11/2024,Bancolombia,Higiene,"-300,000",COP,"-300,000",COP,Temporales mamá en dentotal
14/11/2024,Bancolombia,Facturas,"-1,200",COP,"-1,200",COP,Impuesto 4x1000 temporales mamá dentotal
14/11/2024,Rappi cuenta,To 'Tarjeta crédito rappi',"-508,447.6",COP,"-508,447.6",COP,Pago tarjeta de crédito RappiCard
14/11/2024,Rappi cuenta,To 'Ualá',"-75,977",COP,"-75,977",COP,Transferencia a ualá
14/11/2024,Tarjeta crédito rappi,From 'Rappi cuenta',"508,447.6",COP,"508,447.6",COP,Pago tarjeta de crédito RappiCard
14/11/2024,Ualá,From 'Rappi cuenta',"75,977",COP,"75,977",COP,Transferencia a ualá
15/11/2024,Ualá,Casa,"-244,290",COP,"-244,290",COP,Cosas para la casa y mamá éxito bello
15/11/2024,Fiducuenta,Ahorros,"70,750.36",COP,"70,750.36",COP,Subió inversión
15/11/2024,Tarjeta crédito rappi,Restaurante,"-14,880",COP,"-14,880",COP,Almuerzo bandeja de pollo asado con cupón de didi
15/11/2024,Multinversion,Ahorros,"16,120.3",COP,"16,120.3",COP,Subió inversión
15/11/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-9,900",COP,"-9,900",COP,Oferta black friday max premium 6 meses
15/11/2024,Bancolombia,Facturas,"-7,095",COP,"-7,095",COP,Cuota manejo tarjeta débito
15/11/2024,Bancolombia,Facturas,-28.38,COP,-28.38,COP,Impuesto 4x1000 por cuota manejo de tarjeta débito
15/11/2024,Rappi cuenta,To 'Ualá',"-244,290",COP,"-244,290",COP,Transferencia a ualá
15/11/2024,Ualá,From 'Rappi cuenta',"244,290",COP,"244,290",COP,Transferencia a ualá
16/11/2024,Tarjeta crédito rappi,Depósitos,"76,600",COP,"76,600",COP,Devolución platos malos de crepps and waffles de didi food
16/11/2024,Tarjeta crédito rappi,Facturas,-766,COP,-766,COP,Ajuste cashback
16/11/2024,Bancolombia,Transporte,"-10,000",COP,"-10,000",COP,Recarga cívica
16/11/2024,Bancolombia,Facturas,-40,COP,-40,COP,Impuesto 4x1000 recarga cívica
16/11/2024,Tarjeta crédito rappi,Facturas,-28.38,COP,-28.38,COP,Impuesto 4x1000 cuota manejo de tarjeta débito
16/11/2024,Tarjeta crédito rappi,Casa,"-92,270",COP,"-92,270",COP,Fundas cojines y chocolatina ikea CC viva envigado
16/11/2024,Tarjeta crédito rappi,Ropa,"-216,882",COP,"-216,882",COP,Pantalón cargo y camiseta de geff CC viva envigado
16/11/2024,Tarjeta crédito rappi,Ropa,"-109,950",COP,"-109,950",COP,Falda leidy CC viva envigado
16/11/2024,Tarjeta crédito rappi,Entretenimiento,"-32,000",COP,"-32,000",COP,Cervezas terraza CC viva envigado
16/11/2024,Tarjeta crédito rappi,Restaurante,"-110,461",COP,"-110,461",COP,Wajaca CC viva envigado
16/11/2024,Tarjeta crédito rappi,Taxi,"-31,160",COP,"-31,160",COP,Didi de CC viva envigado a casa leidy y mi casa
18/11/2024,Fiducuenta,Ahorros,"131,374.68",COP,"131,374.68",COP,Subió inversión
18/11/2024,Multinversion,Ahorros,"13,026.75",COP,"13,026.75",COP,Subió inversión
18/11/2024,Tarjeta crédito rappi,Tecnología y Plataformas digitales,"-34,900",COP,"-34,900",COP,Disney+
18/11/2024,Rappi cuenta,To 'Bancolombia',"-400,000",COP,"-400,000",COP,Transferencia a bancolombia
18/11/2024,Bancolombia,From 'Rappi cuenta',"400,000",COP,"400,000",COP,Transferencia a bancolombia
19/11/2024,Fiducuenta,Ahorros,"25,132.26",COP,"25,132.26",COP,Subió inversión
19/11/2024,Multinversion,Ahorros,"29,403.08",COP,"29,403.08",COP,Subió inversión
19/11/2024,Bancolombia,Higiene,"-400,000",COP,"-400,000",COP,Temporales y corona para mamá en dentotal
19/11/2024,Bancolombia,Facturas,"-1,600",COP,"-1,600",COP,Impuesto 4x1000 pago dentotal mamá
19/11/2024,Tarjeta crédito rappi,Restaurante,"-18,600",COP,"-18,600",COP,Almuerzo bandeja de pollo asado
19/11/2024,Ualá,Comida,"-186,218",COP,"-186,218",COP,Cosas para la casa mercado or
19/11/2024,Ualá,Regalos,"-56,000",COP,"-56,000",COP,Aporte regalo navidad muñeco perrito para Samantha
19/11/2024,Rappi cuenta,To 'Ualá',"-186,218",COP,"-186,218",COP,Transferencia a ualá
19/11/2024,Rappi cuenta,To 'Ualá',"-56,000",COP,"-56,000",COP,Transferencia a ualá
19/11/2024,Ualá,From 'Rappi cuenta',"186,218",COP,"186,218",COP,Transferencia a ualá
19/11/2024,Ualá,From 'Rappi cuenta',"56,000",COP,"56,000",COP,Transferencia a ualá
20/11/2024,Fiducuenta,Ahorros,"60,363.89",COP,"60,363.89",COP,Subió inversión
20/11/2024,Multinversion,Ahorros,"14,986.89",COP,"14,986.89",COP,Subió inversión
20/11/2024,Bancolombia,Regalos,"-300,000",COP,"-300,000",COP,Regalo plancha navidad para monica
